"No","year","month","day","hour","PM2.5","PM10","SO2","NO2","O3","TEMP","PRES","DEWP","RAIN","wd","WSPM","target"
24749,2015,12,27,4,30,30,3,42,30,-5.1,1034.6,-7.7,0.1,"SE",1.4,800
20505,2015,7,3,8,18,102,6,25,45,24.8,1000.7,11,0,"ESE",1.5,300
26041,2016,2,19,0,30,42,19,43,33,2.6,1016.8,-11,0,"NNW",0.7,1300
1470,2013,5,1,5,74,55,9,27,48,9.3,1009.4,-2.7,0,"N",1.7,500
8563,2014,2,20,18,372,440,56,87,1,-0.8,1022.5,-4.5,0,"WSW",0.8,2800
18246,2015,3,31,5,150,150,24,39,70,13.5,1005.5,8.5,0,"E",1.4,2000
32246,2016,11,3,13,197,265,24,136,12,12,1012.5,1,0,"SSE",1.1,2500
11306,2014,6,15,1,111,111,16,61,90,23.7,999,18.3,0,"ESE",0,1500
20410,2015,6,29,9,215,215,2,55,37,26.7,995.9,22.5,0,"SE",0.8,1600
27151,2016,4,5,6,103,205,7,110,2,6.8,1007.1,3.6,0,"NE",0,900
28661,2016,6,7,4,73,73,2,19,139,19.6,1008.1,18.1,0.6,"ESE",1.2,900
34038,2017,1,17,5,131,131,26,76,16,-1.65,1026.75,-5.6,0,"NE",1.2,2500
10457,2014,5,10,16,59,88,24,27,127,19.9,1011.4,5.9,0,"NE",2.3,1300
1707,2013,5,11,2,55,174,11,90,4,18.2,993,4.7,0,"W",1,700
20729,2015,7,12,16,89,255,4,10,253,26.4,988,19,6.5,"SW",3.8,800
6517,2013,11,27,12,10,44,3,6,47,-0.5,1022,-22.6,0,"NW",3.4,300
14116,2014,10,10,3,385,385,2,41,50,13.3,1012.7,12.2,0,"NNW",1.1,1700
8688,2014,2,25,23,3,352,62,67,45,1.1,1016.3,-2.3,0,"ESE",0.5,3600
25632,2016,2,1,23,17,17,4,19,69,-0.8,1031,-18,0,"NW",3.2,500
9043,2014,3,12,18,12,31,8,8,86,8,1014.4,-20.8,0,"WNW",1.5,300
4535,2013,9,5,22,43,47,8,46,38,17.9,1012.7,16.1,0,"SW",0.7,1600
30666,2016,8,29,17,9,34,3,18,117,29.9,1006.9,9.4,0,"ESE",1.2,400
34366,2017,1,30,21,62,76,26,31,89,-0.2,1028.9,-27.2,0,"SW",3.7,700
5783,2013,10,27,22,304,310,5,136,0.8568,8.1,1014.5,6.1,0,"NNE",1.1,3100
20928,2015,7,20,23,127,127,2,25,88,25.3,1003.5,21.8,0,"SSE",2,700
26650,2016,3,15,9,108,142,33,87,12,8.3,1014.8,-6.7,0,"SW",1.6,1500
19028,2015,5,2,19,46,110,2,33,146,22.2,1004.4,12.4,0,"SW",4.1,500
1219,2013,4,20,18,66,66,9,26,115,13.2,1008.8,-1.9,0,"SSW",1,600
9773,2014,4,12,4,79,108,15,85,14,8,1008.8,0.9,0,"W",0,1100
30363,2016,8,17,2,38,40,2,6,40,24,995.2,19.9,0,"N",1,600
29544,2016,7,13,23,34,61,6,38,48,31.6,1001.4,17.1,0,"SSW",2.5,600
15967,2014,12,26,6,41,49,11,56,6,-4.7,1023,-11.7,0,"NE",1.4,1500
4044,2013,8,16,11,104,110,3,15,70,31.4,988,25.7,0,"N",0.7,900
33188,2016,12,12,19,272,263,15,108,3,1.9,1018.1,-4.2,0,"NNW",0.7,3100
30980,2016,9,11,19,40,71,2,42,68,21.3,1007.3,16.7,0,"SSW",1.3,900
9299,2014,3,23,10,153,248,53,123,2,15.5,1020,-1.6,0,"SSW",2.8,2200
18470,2015,4,9,13,185,206,22,98,65,15.7,1015.3,2.1,0,"WSW",2.6,1400
11936,2014,7,11,7,55,146,11,87,11,27.8,995.2,14.4,0,"NE",2.4,600
9530,2014,4,2,1,103,143,29,49,61,15.9,1003.5,7.4,0,"W",0.8,900
5966,2013,11,4,13,46,63,18,55,39.8412,17.3,1022.7,-3.5,0,"SW",2.5,800
25470,2016,1,26,5,16,55,4,11,48,-3.9,1024.5,-22.6,0,"NW",2.2,300
13442,2014,9,12,1,107,107,12,57,46,20.4,1010.3,18.3,0,"E",1,1700
11660,2014,6,29,19,34,78,11,22,229,30,998.3,18.4,0,"WSW",0.5,1200
33959,2017,1,13,22,18,41,18,35,45,-0.5,1024.75,-23,0,"NW",3.4,600
2797,2013,6,25,12,116,170,25.4184,72.0603,34,22.8,995.4,20.9,0,"E",1.2,2000
9128,2014,3,16,7,88,113,110,80,17,8.7,1014,-7.9,0,"WNW",1.3,2900
27629,2016,4,25,4,59,131,11,28,75,18,1005.5,10.6,0,"S",1.2,500
22932,2015,10,12,11,10,10,2,33,40,22.2,1016.6,1.2,0,"NW",1.4,400
4495,2013,9,4,6,48,20,5,24,81,18.9,1010.3,18.1,0.1,"ENE",0.6,1100
29052,2016,6,23,11,37,41,2,43,74,27.3,1000.8,21.6,0,"ESE",2.1,700
4775,2013,9,15,22,44,130,21.9912,93.6168,6,20.1,1007.3,14.7,0,"SSW",1.4,700
29921,2016,7,29,16,112,128,2,15,245,32.9,995.8,25.2,0,"SE",2.1,1400
8109,2014,2,1,20,116,109,27,62,1,2.8,1007.3,1,0,"SSW",2.2,2000
1911,2013,5,19,14,98,465,3,4,101,25.9,994.6,-9.4,0,"WNW",9.1,200
22197,2015,9,11,20,15,41,2,31,36,14.8,1010.9,13.5,1.7,"W",1.8,500
15518,2014,12,7,13,17,45,18,13,48,4.8,1019,-19.7,0,"N",3,500
18303,2015,4,2,14,37,37,7,10,120,11.9,988.6,2.6,0,"NNE",4.1,600
32321,2016,11,6,16,47,52,9,47,50,8.5,1016.3,-5,0,"S",1.4,900
7692,2014,1,15,11,54,73,54,67,12,3.2,1027.8,-17.1,0,"ESE",0.5,1600
11214,2014,6,11,5,18,18,2,16,30,16.8,1002.8,15.8,0,"ESE",0.7,500
34854,2017,2,20,5,8,31,3,10,85,-1.6,1023.5,-22.3,0,"N",2.7,200
15708,2014,12,15,11,5,21,2,5,73,2.2,1019,-17.9,0,"WNW",8.4,200
12132,2014,7,19,11,59,76,7,25,153,34.3,1004.9,22.7,0,"SSE",1.6,700
6624,2013,12,1,23,123,145,40,95,1,-2.7,1014.8,-6.2,0,"NE",1,2200
26384,2016,3,4,7,331,331,2,53,2,0.5,1008.6,-1.3,0,"NW",1,3600
29873,2016,7,27,16,48,58,2,26,233,35.1,995.4,24.1,0,"SSW",2.2,700
21898,2015,8,30,9,21,34,7,14,62,22.7,1003.5,16,0,"ESE",0.8,900
28951,2016,6,19,6,70,93,3,46,52,23.3,1002.3,18,0,"NE",1.6,900
16293,2015,1,8,20,206,226,48,136,11,-2,1025,-10.6,0,"E",1,4200
714,2013,3,30,17,88,110,47,50,70,9,1015.1,-0.3,0,"SSE",2.4,800
13201,2014,9,2,0,24,24,2,26,90,20.1,1006.6,19.4,3.2,"NW",0.7,1000
30650,2016,8,29,1,14,46,2,57,28,20.3,1006.7,13.3,0,"ENE",1.2,400
28550,2016,6,2,13,127,127,7,54,190,30.7,999.2,9.6,0,"ESE",1.6,800
4100,2013,8,18,19,18,117,3,25,186,28.8,1001.7,17.7,0,"SW",0.4,600
7592,2014,1,11,7,166,220,88,93,4,-8.4,1027.9,-19.6,0,"NE",1,4200
22756,2015,10,5,3,152,152,2,76,2,13.8,1015,12.7,0,"ENE",0.6,1200
21091,2015,7,27,18,106,150,2,21,187,32.7,997,24.5,0,"S",2.2,1000
9453,2014,3,29,20,31,82,9,76,33,17.1,1004.4,0.3,0,"NNE",0.7,600
2198,2013,5,31,13,106,167,58,21,163,29.6,997.5,13.8,0,"S",2.7,1200
23304,2015,10,27,23,3,20,2,20,39,9.1,1011.3,-6,0,"NW",1.3,400
7352,2014,1,1,7,74,121,41,82,7,3.4,1009.5,-12.6,0,"WNW",2,3800
2743,2013,6,23,6,89,65,3,25,11,22.6,1001.4,19.2,0,"ENE",0.1,1399
7123,2013,12,22,18,106,119,74,88,4,-1.9,1021.5,-14.7,0,"E",0.6,1700
24890,2016,1,2,1,243,243,35,116,3,-3.8,1013.3,-6.1,0,"NW",1.4,6300
13407,2014,9,10,14,104,158,20,44,185,29.4,1003.8,9,0,"S",4,1600
8828,2014,3,3,19,236,270,102,96,2,3.2,1018.2,-3.8,0,"NNW",1.2,3800
25323,2016,1,20,2,129,159,43,87,8,-8.6,1031,-17.2,0,"NE",1.2,2900
32043,2016,10,26,2,118,148,3,83,2,9.86666666666667,1015,8.9,0,"NE",1.7,1800
31473,2016,10,2,8,215,215,2,90,2,16.2,1009.4,14,0,"N",0.6,1700
28928,2016,6,18,7,39,74,3,74,7,23,1001,15.6,0,"ENE",1.4,800
16845,2015,1,31,20,67,80,42,89,9,-2,1027,-20.9,0,"NNE",0.6,1500
22500,2015,9,24,11,85,85,3,42,43,22.7,1002.3,16,0,"E",1.6,800
4292,2013,8,26,19,110,233,35,29,238,27.3,1002.3,20.6,0,"SE",3,1700
24981,2016,1,5,20,13,19,11,13,58,-1.8,1019.9,-18.4,0,"NNE",1.1,100
10220,2014,4,30,19,79,169,17,24,197,23.4,1003,9,0,"SSW",1.8,600
5853,2013,10,30,20,161,199,17,125,1,5.8,1021.2,4.8,0,"N",0,1800
4082,2013,8,18,1,12,17,5,17,61,29.8,1001.8,10.8,0,"NW",2.6,400
34020,2017,1,16,11,103,133,36,78,4,-2.22,1023,-7.6,0,"NE",0.9,2300
7589,2014,1,11,4,66,61,50,54,2,-8.7,1028.6,-17.5,0,"NNE",0.7,1700
22932,2015,10,12,11,14,24,5,38,54,21.3,1018.1,-0.7,0,"WNW",3.7,500
19377,2015,5,17,8,112,210,9,44,32,20.7,992.1,15.5,0,"SE",1.5,1200
12668,2014,8,10,19,15,119,2,33,112,29.8,992.9,17.9,0,"NNE",1.4,400
14006,2014,10,5,13,19,19,2,25,70,19.7,1019.4,3,0,"N",3.1,300
14850,2014,11,9,17,42,50,9,77,25,12.1,1021,0.8,0,"WSW",0.8,700
28723,2016,6,9,18,58,83,3,21,219,32.3,998.1,12,0,"SSE",2.8,500
16147,2015,1,2,18,104,172,53,92,8,2,1020,-17.5,0,"SW",4.1,1600
27091,2016,4,2,18,5,33,2,16,75,16,1011.1,-16.9,0,"NNE",3.2,400
9844,2014,4,15,3,308,418,15,137,2,14.5,1010.9,12.4,0,"E",0,1800
17659,2015,3,6,18,240,276,80,78,88,7.7,1011.3,-8,0,"SE",0.8,2100
8778,2014,3,1,17,20,34,11,17,82,9.3,1014.9,-14.6,0,"WSW",3.4,400
23194,2015,10,23,9,53,60,2,41,3,12.3,1016,8.8,0,"ESE",0.5,1100
13881,2014,9,30,8,18,84,7,37,24,12,1021.7,1,0,"W",1.1,700
25466,2016,1,26,1,31,45,33,2,38,-1.1,1023.5,-21.9,0,"NNW",3.2,1000
34164,2017,1,22,11,21,34,7,31,38,-4.775,1033,-21.4,0,"NW",1.2,600
20497,2015,7,3,0,7,26,2,20,18,21.3,996.8,8.5,0,"WNW",1.5,300
25294,2016,1,18,21,11,38,6,36,43,-9.7,1025.5,-24.1,0,"ENE",0.8,600
844,2013,4,5,3,62,33,3,30,17,5.9,1013.5,5.2,0.4,"NNW",1.2,1700
4779,2013,9,16,2,21,37,7,70,17,17,1008.9,15.3,0,"NE",1,600
17050,2015,2,9,9,86,86,36,63,9,-6,1027,-23.4,0,"ENE",1.4,1700
5174,2013,10,2,13,11,11,13,24.636,67,23.7,1014.4,2.5,0,"NW",0.9,300
5458,2013,10,14,9,21,21,8,45,9,15,1022.5,-1.2,0,"ENE",4.3,600
25685,2016,2,4,4,14,14,7,27,59,-1.6,1027.1,-18.6,0,"NE",1.3,500
19112,2015,5,6,7,12,92,2,38,52,15.3,1004.5,-8.2,0,"NNE",0.5,300
4195,2013,8,22,18,74,105,6,34,48,26.2,999.9,21.4,0,"SSW",0.2,900
10252,2014,5,2,3,24,24,5,12,67,12.8,1008.7,-0.5,0,"WNW",3.5,400
31133,2016,9,18,4,19,19,2,23,24,18,1015.7,16.7,0.1,"ESE",0.7,500
31688,2016,10,11,7,125,125,4,52,2,10.1,1017,7.9,0,"NE",1.8,1200
32497,2016,11,14,0,110,115,2,37,3,4.3,1007.6,2.6,0,"NNW",1.6,1600
28559,2016,6,2,22,42,75,9,45,129,26.3,1003.5,6.8,0,"S",1.4,900
31152,2016,9,18,23,5,7,2,14,10,15,1013.4,12.7,0,"N",1.7,300
22540,2015,9,26,3,6,6,2,24,31,11.9,1004.7,5.1,0,"NW",1.4,500
19548,2015,5,24,11,189,234,24,46,200,28.2,999.6,15.5,0,"SW",1.1,1500
30836,2016,9,5,19,16,24,2,31,88,26.1,1004.4,16.4,0,"SE",0.4,500
19306,2015,5,14,9,6,40,11,19,91,21.2,1004.5,0.9,0,"ENE",3.2,200
25529,2016,1,28,16,64,64,23,57,53,3.6,1024.9,-18.6,0,"ENE",2.3,1000
21886,2015,8,29,21,36,74,2,22,148,26.5,1001.8,17.3,0,"S",0.9,900
18540,2015,4,12,11,24,41,2,13,77,10.4,1020.5,-6.5,0,"NNW",4.2,300
14192,2014,10,13,7,10,10,10,49,5,10.4,1025.1,-3.7,0,"NE",2,300
29091,2016,6,25,2,3,8,2,14,37,17.9,998.2,10.3,0,"N",0.9,100
2200,2013,5,31,15,135,187,34,39,247,29.9,991.2,13.6,0,"SSE",2.1,1100
13700,2014,9,22,19,83,108,5,29,41,18.6,1009.5,17.3,0.3,"SW",1,1600
16132,2015,1,2,3,99,166,48,92,2,-8,1026,-16.4,0,"NE",0.6,4000
21445,2015,8,11,12,118,135,14,84,187,31.7,1004.9,22.1,0,"SW",1.7,1900
33210,2016,12,13,17,6,6,3,13,70,2.1,1027.5,-18,0,"N",0.6,200
17850,2015,3,14,17,112,134,56,79,64,10.7,1011,-8.6,0,"ESE",1.3,1300
30631,2016,8,28,6,10,56,3,71,10,15.6,1006.2,9.7,0,"NW",0.9,400
28522,2016,6,1,9,91,104,5,56,41,23.9,1005.1,8.3,0,"SE",1.8,800
17735,2015,3,9,22,14,28,7,67,26,-2.2,1031.8,-24,0,"NNW",0.7,500
3826,2013,8,7,9,31,41,3,64,42,28.9,998.7,23.1,0,"ENE",2.1,700
30893,2016,9,8,4,21,23,2,40,2,16.1,1000.7,15.5,0,"N",0.3,500
8501,2014,2,18,4,43,49,23,55,14,-4.8,1028.2,-9.3,0,"SW",0.7,1100
22172,2015,9,10,19,6,6,2,9,57,13.4,1014.6,11.5,1.1,"NNE",1.7,300
4617,2013,9,9,8,84,84,10,62,12,19.3,1008.6,18.5,0,"NE",0.7,1200
3677,2013,8,1,4,16,13,3,4,20,20.5,993.4,19.7,0,"NNW",0.7,300
29862,2016,7,27,5,19,20,2,32,42,22.4,993.8,18.6,0,"NE",0.8,700
21565,2015,8,16,12,25,79,7,33,205,31.5,1001.7,17.4,0,"SW",1.4,600
1043,2013,4,13,10,134,229,66,111,33,23.1,998.1,0.8,0,"N",3.6,1399
30730,2016,9,1,9,9,38,2,11,53,23,987.6,7.9,0,"N",1.1,400
13796,2014,9,26,19,132,132,3,86,2,16.8,1002.7,15.8,0,"N",1.7,2000
34387,2017,1,31,18,79,101,23,39,64,3.1,1023.3,-21.9,0,"WSW",2.6,100
21344,2015,8,7,7,114,114,3,43,34,24.1,1008.1,22.7,0,"ENE",1.1,1300
17651,2015,3,6,10,115,137,51,63,21,2.7,1017.7,-9.6,0,"SE",0.9,1900
28551,2016,6,2,14,41,57,9,21,246,31.7,1003.9,6.7,0,"S",3.4,600
18363,2015,4,5,2,130,169,6,111,7,12,1005.7,5.6,0,"S",0.5,900
6483,2013,11,26,2,29,29,7,20,33.4152,-4.6,1008.4,-12.7,0,"NW",1,900
23680,2015,11,12,15,122,147,2,69,2,7.1,1019.5,5.2,0,"NE",1.4,2400
22532,2015,9,25,19,26,79,2,54,38,19.9,1003.6,2.7,0,"NW",0.8,600
30269,2016,8,13,4,24,34,2,41,3,24.6,1000.8,22.8,0,"NE",0.9,800
10474,2014,5,11,9,33,33,4,37,46,11.2,1002.9,11,3.5,"NE",1.3,900
28738,2016,6,10,9,63,63,2,30,116,23.7,999.6,19.6,0,"ENE",1.3,800
14352,2014,10,19,23,145,145,6,84,16,16.4,1011.6,13.3,0,"WSW",1.4,1200
13782,2014,9,26,5,77,77,3,27,13,17.6,1002.6,15,0,"E",2.3,1100
26876,2016,3,24,19,12,33,3,33,2,9.9,1024.5,-12.7,0,"ESE",1.3,600
34115,2017,1,20,10,15,43,11,44,39,-5.7,1033,-21.3,0,"NE",2,700
21838,2015,8,27,21,16,41,2,39,109,25.2,1004.7,17.1,0,"SW",0.9,600
20434,2015,6,30,9,13,13,2,34,24,18.4,1001.6,14.3,0.2,"W",1.8,300
20749,2015,7,13,12,7,7,2,19,209,36.1,994.2,11,0,"ESE",1.9,400
14540,2014,10,27,19,44,81,14,83,14,10.3,1025.9,-3.4,0,"SE",2,900
27923,2016,5,7,10,37,37,2,11,93,22.8,1015.4,-8.1,0,"WNW",2.1,200
11492,2014,6,22,19,25,38,2,25,116,23.1,1003.1,17.1,0,"E",1.2,600
1699,2013,5,10,18,10,15,3,11,102,26.2,994.6,1.5,0,"S",0.9,100
13458,2014,9,12,17,47,84,10,66,55,22.8,1008.5,16.3,0,"SW",1.2,900
10411,2014,5,8,18,61,98,15,31,167,21.6,1003.5,8.1,0,"SSE",1.4,800
18931,2015,4,28,18,56,78,7,37,140,24.2,1006.8,9.7,0,"E",0.6,700
29720,2016,7,21,7,11,11,2,28,27,22.7,996.8,21.7,0,"NE",0.8,800
26989,2016,3,29,12,14,70,10,14,89,19.3,1012,-5.6,0,"SW",3.1,300
12677,2014,8,11,4,5,5,2,10,69,24.5,996.6,11.1,0,"NNW",2.1,200
3519,2013,7,25,14,14,2,5,10,180,35.4,994.2,16.2,0,"S",1.8,800
1319,2013,4,24,22,9,45,9,32,62,13.8,1008,-2.6,0,"NNW",1.2,300
26516,2016,3,9,19,18,19,2,26,57,3.1,1027.8,-22.7,0,"WNW",1.5,400
13996,2014,10,5,3,62,62,2,47,2,11.3,1016.1,10.8,0,"WNW",0.9,1300
25552,2016,1,29,15,48,66,40,49,29,-2.9,1029.6,-18.9,0,"SE",2.5,1500
29696,2016,7,20,7,39,39,2,5,56,21.7,996.6,21.2,2.7,"NW",0.2,800
33285,2016,12,16,20,63,79,20,82,2,-1.4,1013.1,-11.5,0,"NNW",0.3,1600
18117,2015,3,25,20,117,150,28,57,89,15.5,1025.3,0.9,0,"SSW",1.7,1100
32500,2016,11,14,3,148,174,8,58,2,5.7,1014.2,4.5,0,"NNW",1.9,3000
4235,2013,8,24,10,28,52,9,74,23,30.7,1006,13.9,0,"NW",1.3,900
29080,2016,6,24,15,8,24,2,11,112,34,999.1,5.5,0,"W",3.3,300
26717,2016,3,18,4,327,327,13,51,60,5.9,1001,1.4,0,"N",1.1,2000
28584,2016,6,3,23,88,91,28,23,155,25.6,1001.3,13.1,0,"SW",1.8,1500
2308,2013,6,5,3,68,25,3,50,34,18.4,1005.7,18.1,0.1,"E",0.7,700
30174,2016,8,9,5,33,33,2,77,15,21.4,1004.8,19,0,"NE",0.9,800
32029,2016,10,25,12,132,194,4,122,3,15.7,1010.3,8.7,0,"SSE",1.2,2100
35007,2017,2,26,14,24,24,7,35,88,12.4,1018.9,-8.8,0,"ESE",1.6,500
1266,2013,4,22,17,236,267,98,69,62,14.4,1003,5.7,0,"SSW",2.5,1399
8859,2014,3,5,2,10,5,2,24,64,0,1022.7,-19.2,0,"NE",0.9,2500
19604,2015,5,26,19,56,120,11,31,204,30.5,999.6,12.4,0,"SW",4.9,600
17223,2015,2,16,14,15,15,2,4,82,10,1007,-13.3,0,"WNW",7.2,300
6500,2013,11,26,19,8,68,2,14,47,1.3,1017.1,-21.8,0,"NNW",4.5,400
20630,2015,7,8,13,186,193,10,29,235,29.8,1001,20.1,0,"SE",2.3,1200
11793,2014,7,5,8,316,316,2,27,57,25.7,999.6,22.6,0,"SE",0.4,2400
30177,2016,8,9,8,47,75,2,57,42,26.4,1002.3,19.5,0,"NE",1.4,1100
33861,2017,1,9,20,51,76,9,60,6,-1,1014,-12.2,0,"SW",2.2,900
31542,2016,10,5,5,19,33,2,30,2,12,1008.8,11.2,0,"NNW",1.4,1100
32126,2016,10,29,13,13,39,3,27,50,10.7,1021.3,-7.1,0,"SSW",3.2,300
5461,2013,10,14,12,12,22,2,17,36,14.2,1023.7,-3.2,0,"ENE",3.9,300
27303,2016,4,11,14,35,85,6,15,91,13.6,1006.8,-9.6,0,"SSW",2.4,500
30952,2016,9,10,15,10,29,2,20,85,30.3,1000.9,10.8,0,"ESE",1.6,400
32299,2016,11,5,18,176,189,2,69,31,10.8,1010.5,5.5,0,"ENE",1.1,2800
4251,2013,8,25,2,72,169,5,143,1,22.2,1004.5,19.9,0,"NNE",0.8,1600
34178,2017,1,23,1,29,30,11,61,6,-6.975,1032,-17.7,0,"NE",1.2,100
33395,2016,12,21,10,349,349,10,115,5,-0.4,1024.5,-2.6,0,"ESE",0.7,7900
32147,2016,10,30,10,89,142,13,74,3,6.3,1021.2,0.2,0,"ENE",1.5,1500
32287,2016,11,5,6,128,147,2,65,3,4.2,999.9,3.9,0,"NNE",0.8,2500
21188,2015,7,31,19,41,57,2,21,148,28.1,1003.2,21.4,0,"SE",1.1,1000
12872,2014,8,19,7,110,166,10,99,2,23.7,1007.1,20.8,0,"NNE",1.7,1100
15909,2014,12,23,20,28,51,20,12,40,6.2,1027,-17.1,0,"NNW",1.5,700
26585,2016,3,12,16,113,139,53,64,60,8.3,1011.2,-8.3,0,"SE",1.4,1300
24381,2015,12,11,20,74,81,27,93,2,-0.1,1024.1,-7.4,0,"WNW",1.5,1600
13406,2014,9,10,13,80,92,25,62,133,29.4,1007.4,12.8,0,"WSW",2.8,1200
9474,2014,3,30,17,13,32,3,10,132,22.8,1004.8,-5.2,0,"W",1.1,200
13600,2014,9,18,15,64,99,5,61,159,27.8,1010.3,7.1,0,"SE",1.4,700
27553,2016,4,22,0,46,210,2,2,89,19.2,998.8,-15.9,0,"NNW",4.9,100
1805,2013,5,15,4,23,40,3,23,59,16.2,1007.3,2.6,0,"ESE",0,200
16411,2015,1,13,18,179,247,70,114,2,-1.4,1026.4,-8.8,0,"ESE",0.9,2600
31558,2016,10,5,21,83,96,2,50,2,16.5,1016.9,14.5,0,"NE",1.2,1500
24656,2015,12,23,7,352,352,19,95,3,-4.6,1022.3,-4.6,0,"E",0.6,6800
2101,2013,5,27,12,53,54,17,20,68,19.5,998.6,15.4,0,"NNW",1.2,500
5583,2013,10,19,14,9,9,1,6,56,17.6,1015.2,-1.1,0,"WNW",2.2,200
7864,2014,1,22,15,114,118,76,83,30,5.2,1017.6,-17.3,0,"SSW",1.4,1400
23181,2015,10,22,20,27,33,2,61,2,9.7,1018.2,7.8,0,"SSE",0.5,900
18788,2015,4,22,19,51,116,8,24,139,22.6,1004.3,1,0,"SSW",2.7,500
21731,2015,8,23,10,48,57,9,26,73,26.9,1001,19.3,0,"SSW",1.2,1100
27027,2016,3,31,2,62,163,19,46,31,8.9,1003,-1.8,0,"NW",1,900
26408,2016,3,5,7,63,368,2,19,66,6.8,1016.6,-15.3,0,"WNW",3.1,300
3303,2013,7,16,14,12,8,5,9,95,33.4,993.1,14,0,"NNW",0.9,300
3022,2013,7,4,21,14,10,3,31,70,25,987.9,16.7,0,"NNW",0.8,400
15463,2014,12,5,6,5,14,8,2,54,-5.4,1025,-23.3,0,"NW",2.8,200
6605,2013,12,1,4,46,42,23,50,2,-3.2,1021.2,-11.7,0,"SSE",0.7,1700
9152,2014,3,17,7,153,185,33,47,20,8.6,1002.1,-1.5,0,"SE",1.2,1900
1871,2013,5,17,22,123,231,16,33,137,21.1,1000.8,13.8,0,"E",1.7,1100
14918,2014,11,12,13,9,51,5,7,65,7.1,1021,-18.7,0,"N",3.8,300
22319,2015,9,16,22,140,184,13,64,92,18.7,1013.6,15.9,0,"ESE",0.8,1400
22245,2015,9,13,20,23,85,10,51,93,24.9,1011,10.7,0,"SW",2.2,500
9073,2014,3,14,0,15,161,2,3,91,8,1010.4,-18.8,0,"W",2.1,500
1898,2013,5,19,1,58,34,5,31,75,17.1,998.8,12.2,0,"ESE",2.7,900
23986,2015,11,25,9,63,63,12,45,11,-7.2,1027.3,-10.2,0,"NW",1.9,1400
31727,2016,10,12,22,116,169,4,103,8,15.8,1017.7,11.6,0,"SE",1.1,1400
27326,2016,4,12,13,66,66,6,12,81,13.8,997.5,6.9,0,"SE",1.5,600
15054,2014,11,18,5,32,32,15,73,2,-0.9,1026,-5.7,0,"ENE",0.4,1000
32054,2016,10,26,13,14,32,2,24,55,16.8,1020.4,-2.3,0,"SSW",1.2,300
8378,2014,2,13,1,227,268,71,113,1,-3.8,1030.6,-7.8,0,"NNE",1.2,5100
7538,2014,1,9,1,27,33,20,27,30,-7.7,1024.1,-22.3,0,"NNW",1.7,1100
13871,2014,9,29,22,13,49,3,30,18,12.7,1024.4,2,0,"SSE",3,400
34434,2017,2,2,17,87,107,39,82,41,3.2,1022.8,-18.9,0,"SW",0.7,100
297,2013,3,13,8,8,18,35,62,69,4.8,1024.6,-13.6,0,"NNE",3.3,700
13690,2014,9,22,9,79,94,13,38,34,20.4,1011,15,0,"WSW",0.8,1900
14690,2014,11,3,1,33,88,4,67,4,5.5,1016,-6.4,0,"N",0.4,1000
21030,2015,7,25,5,69,84,2,68,2,22.1,996.8,20.7,0,"ENE",1,1000
7182,2013,12,25,5,220,181,56,135,4,-6.3,1018.8,-10.9,0,"NNW",1.5,3800
28984,2016,6,20,15,57,57,5,13,271,33.6,996,18.5,0,"SSW",2.7,700
16542,2015,1,19,5,8,16,11,40,41,-4,1017,-14.5,0,"WNW",1,600
31781,2016,10,15,4,187,187,2,84,2,10.9,1018.4,10.3,0,"ENE",1.1,2300
15526,2014,12,7,21,29,49,23,62,2,-0.8,1017,-14.4,0,"N",0.7,900
29588,2016,7,15,19,34,34,3,57,28,21.8,999,18.2,0,"ENE",1.3,700
13818,2014,9,27,17,7,20,2,16,95,20.8,1011.7,12,0,"S",0,300
26833,2016,3,23,0,82,201,17,103,2,9.8,1022.2,-0.4,0,"ENE",1.3,1200
22199,2015,9,11,22,26,29,2,56,2,15.9,1011.8,11.7,0,"WNW",1.8,900
12081,2014,7,17,8,76,76,2,12,67,25.5,997.3,20.3,0,"NE",1,900
874,2013,4,6,9,18,18,3,41,57,9.6,1016.4,-10,0,"NW",6.4,400
26641,2016,3,15,0,114,159,29,104,3,6.1,1016.1,-9.4,0,"SSE",1.3,2100
4053,2013,8,16,20,77,169,3,72,42,29.6,991.1,27,0,"NNE",0.6,700
16595,2015,1,21,10,20,20,2,31,51,2,1028,-13,0,"NNE",1,500
15804,2014,12,19,11,8,10,11,22,46,4.3,1025,-14,0,"N",4.4,400
12810,2014,8,16,17,24,34,3,16,225,31.9,996.8,16.6,0,"S",3,400
32293,2016,11,5,12,197,199,3,126,17,15.9,1005.7,4.3,0,"NNE",2.7,3000
11818,2014,7,6,9,231,231,2,60,57,28.1,999.9,23.9,0,"ESE",0,1300
19394,2015,5,18,1,79,79,2,10,53,17.3,989.3,16.5,0,"N",1.2,900
4588,2013,9,8,3,26,30,1,4,29,16,1008.5,16,0,"NW",0.5,500
31451,2016,10,1,10,139,166,7,85,55,20.1,1006.5,11.6,0,"ESE",1.1,1100
7430,2014,1,4,13,163,196,70,82,12,1.3,1016.1,-4.6,0,"ENE",1.1,2500
21459,2015,8,12,2,61,80,2,13,113,24.8,998.8,19.8,0,"N",1.3,800
23828,2015,11,18,19,75,79,6,44,4,4.1,1021.2,0.4,0,"WSW",1.6,1000
23493,2015,11,4,20,234,234,18,136,2,10.5,1018.5,6.6,0,"E",0.3,2000
11804,2014,7,5,19,83,96,2,22,197,29.6,996.6,19,0,"SE",2.3,800
